,VALUE,DATE
8032,4.75,2006-10-06
8033,4.75,2006-10-09
8034,4.75,2006-10-10
8035,4.75,2006-10-11
8036,4.75,2006-10-12
8037,4.75,2006-10-13
8038,4.75,2006-10-16
8039,4.75,2006-10-17
8040,4.75,2006-10-18
8041,4.75,2006-10-19
8042,4.75,2006-10-20
8043,4.75,2006-10-23
8044,4.75,2006-10-24
8045,4.75,2006-10-25
8046,4.75,2006-10-26
8047,4.75,2006-10-27
8048,4.75,2006-10-30
8049,4.75,2006-10-31
8050,4.75,2006-11-01
8051,4.75,2006-11-02
8052,4.75,2006-11-03
8053,4.75,2006-11-06
8054,4.75,2006-11-07
8055,4.75,2006-11-08
8056,5.0,2006-11-09
8057,5.0,2006-11-10
8058,5.0,2006-11-13
8059,5.0,2006-11-14
8060,5.0,2006-11-15
8061,5.0,2006-11-16
8062,5.0,2006-11-17
8063,5.0,2006-11-20
8064,5.0,2006-11-21
8065,5.0,2006-11-22
8066,5.0,2006-11-23
8067,5.0,2006-11-24
8068,5.0,2006-11-27
8069,5.0,2006-11-28
8070,5.0,2006-11-29
8071,5.0,2006-11-30
8072,5.0,2006-12-01
8073,5.0,2006-12-04
8074,5.0,2006-12-05
8075,5.0,2006-12-06
8076,5.0,2006-12-07
8077,5.0,2006-12-08
8078,5.0,2006-12-11
8079,5.0,2006-12-12
8080,5.0,2006-12-13
8081,5.0,2006-12-14
8082,5.0,2006-12-15
8083,5.0,2006-12-18
8084,5.0,2006-12-19
8085,5.0,2006-12-20
8086,5.0,2006-12-21
8087,5.0,2006-12-22
8088,5.0,2006-12-27
8089,5.0,2006-12-28
8090,5.0,2006-12-29
8091,5.0,2007-01-02
8092,5.0,2007-01-03
8093,5.0,2007-01-04
8094,5.0,2007-01-05
8095,5.0,2007-01-08
8096,5.0,2007-01-09
8097,5.0,2007-01-10
8098,5.25,2007-01-11
8099,5.25,2007-01-12
8100,5.25,2007-01-15
8101,5.25,2007-01-16
8102,5.25,2007-01-17
8103,5.25,2007-01-18
8104,5.25,2007-01-19
8105,5.25,2007-01-22
8106,5.25,2007-01-23
8107,5.25,2007-01-24
8108,5.25,2007-01-25
8109,5.25,2007-01-26
8110,5.25,2007-01-29
8111,5.25,2007-01-30
8112,5.25,2007-01-31
8113,5.25,2007-02-01
8114,5.25,2007-02-02
8115,5.25,2007-02-05
8116,5.25,2007-02-06
8117,5.25,2007-02-07
8118,5.25,2007-02-08
8119,5.25,2007-02-09
8120,5.25,2007-02-12
8121,5.25,2007-02-13
8122,5.25,2007-02-14
8123,5.25,2007-02-15
8124,5.25,2007-02-16
8125,5.25,2007-02-19
8126,5.25,2007-02-20
8127,5.25,2007-02-21
8128,5.25,2007-02-22
8129,5.25,2007-02-23
8130,5.25,2007-02-26
8131,5.25,2007-02-27
8132,5.25,2007-02-28
8133,5.25,2007-03-01
8134,5.25,2007-03-02
8135,5.25,2007-03-05
8136,5.25,2007-03-06
8137,5.25,2007-03-07
8138,5.25,2007-03-08
8139,5.25,2007-03-09
8140,5.25,2007-03-12
8141,5.25,2007-03-13
8142,5.25,2007-03-14
8143,5.25,2007-03-15
8144,5.25,2007-03-16
8145,5.25,2007-03-19
8146,5.25,2007-03-20
8147,5.25,2007-03-21
8148,5.25,2007-03-22
8149,5.25,2007-03-23
8150,5.25,2007-03-26
8151,5.25,2007-03-27
8152,5.25,2007-03-28
8153,5.25,2007-03-29
8154,5.25,2007-03-30
8155,5.25,2007-04-02
8156,5.25,2007-04-03
8157,5.25,2007-04-04
8158,5.25,2007-04-05
8159,5.25,2007-04-10
8160,5.25,2007-04-11
8161,5.25,2007-04-12
8162,5.25,2007-04-13
8163,5.25,2007-04-16
8164,5.25,2007-04-17
8165,5.25,2007-04-18
8166,5.25,2007-04-19
8167,5.25,2007-04-20
8168,5.25,2007-04-23
8169,5.25,2007-04-24
8170,5.25,2007-04-25
8171,5.25,2007-04-26
8172,5.25,2007-04-27
8173,5.25,2007-04-30
8174,5.25,2007-05-01
8175,5.25,2007-05-02
8176,5.25,2007-05-03
8177,5.25,2007-05-04
8178,5.25,2007-05-08
8179,5.25,2007-05-09
8180,5.5,2007-05-10
8181,5.5,2007-05-11
8182,5.5,2007-05-14
8183,5.5,2007-05-15
8184,5.5,2007-05-16
8185,5.5,2007-05-17
8186,5.5,2007-05-18
8187,5.5,2007-05-21
8188,5.5,2007-05-22
8189,5.5,2007-05-23
8190,5.5,2007-05-24
8191,5.5,2007-05-25
8192,5.5,2007-05-29
8193,5.5,2007-05-30
8194,5.5,2007-05-31
8195,5.5,2007-06-01
8196,5.5,2007-06-04
8197,5.5,2007-06-05
8198,5.5,2007-06-06
8199,5.5,2007-06-07
8200,5.5,2007-06-08
8201,5.5,2007-06-11
8202,5.5,2007-06-12
8203,5.5,2007-06-13
8204,5.5,2007-06-14
8205,5.5,2007-06-15
8206,5.5,2007-06-18
8207,5.5,2007-06-19
8208,5.5,2007-06-20
8209,5.5,2007-06-21
8210,5.5,2007-06-22
8211,5.5,2007-06-25
8212,5.5,2007-06-26
8213,5.5,2007-06-27
8214,5.5,2007-06-28
8215,5.5,2007-06-29
8216,5.5,2007-07-02
8217,5.5,2007-07-03
8218,5.5,2007-07-04
8219,5.75,2007-07-05
8220,5.75,2007-07-06
8221,5.75,2007-07-09
8222,5.75,2007-07-10
8223,5.75,2007-07-11
8224,5.75,2007-07-12
8225,5.75,2007-07-13
8226,5.75,2007-07-16
8227,5.75,2007-07-17
8228,5.75,2007-07-18
8229,5.75,2007-07-19
8230,5.75,2007-07-20
8231,5.75,2007-07-23
8232,5.75,2007-07-24
8233,5.75,2007-07-25
8234,5.75,2007-07-26
8235,5.75,2007-07-27
8236,5.75,2007-07-30
8237,5.75,2007-07-31
8238,5.75,2007-08-01
8239,5.75,2007-08-02
8240,5.75,2007-08-03
8241,5.75,2007-08-06
8242,5.75,2007-08-07
8243,5.75,2007-08-08
8244,5.75,2007-08-09
8245,5.75,2007-08-10
8246,5.75,2007-08-13
8247,5.75,2007-08-14
8248,5.75,2007-08-15
8249,5.75,2007-08-16
8250,5.75,2007-08-17
8251,5.75,2007-08-20
8252,5.75,2007-08-21
8253,5.75,2007-08-22
8254,5.75,2007-08-23
8255,5.75,2007-08-24
8256,5.75,2007-08-28
8257,5.75,2007-08-29
8258,5.75,2007-08-30
8259,5.75,2007-08-31
8260,5.75,2007-09-03
8261,5.75,2007-09-04
8262,5.75,2007-09-05
8263,5.75,2007-09-06
8264,5.75,2007-09-07
8265,5.75,2007-09-10
8266,5.75,2007-09-11
8267,5.75,2007-09-12
8268,5.75,2007-09-13
8269,5.75,2007-09-14
8270,5.75,2007-09-17
8271,5.75,2007-09-18
8272,5.75,2007-09-19
8273,5.75,2007-09-20
8274,5.75,2007-09-21
8275,5.75,2007-09-24
8276,5.75,2007-09-25
8277,5.75,2007-09-26
8278,5.75,2007-09-27
8279,5.75,2007-09-28
8280,5.75,2007-10-01
8281,5.75,2007-10-02
8282,5.75,2007-10-03
8283,5.75,2007-10-04
8284,5.75,2007-10-05
8285,5.75,2007-10-08
8286,5.75,2007-10-09
8287,5.75,2007-10-10
8288,5.75,2007-10-11
8289,5.75,2007-10-12
8290,5.75,2007-10-15
8291,5.75,2007-10-16
8292,5.75,2007-10-17
8293,5.75,2007-10-18
8294,5.75,2007-10-19
8295,5.75,2007-10-22
8296,5.75,2007-10-23
8297,5.75,2007-10-24
8298,5.75,2007-10-25
8299,5.75,2007-10-26
8300,5.75,2007-10-29
8301,5.75,2007-10-30
8302,5.75,2007-10-31
8303,5.75,2007-11-01
8304,5.75,2007-11-02
8305,5.75,2007-11-05
8306,5.75,2007-11-06
8307,5.75,2007-11-07
8308,5.75,2007-11-08
8309,5.75,2007-11-09
8310,5.75,2007-11-12
8311,5.75,2007-11-13
8312,5.75,2007-11-14
8313,5.75,2007-11-15
8314,5.75,2007-11-16
8315,5.75,2007-11-19
8316,5.75,2007-11-20
8317,5.75,2007-11-21
8318,5.75,2007-11-22
8319,5.75,2007-11-23
8320,5.75,2007-11-26
8321,5.75,2007-11-27
8322,5.75,2007-11-28
8323,5.75,2007-11-29
8324,5.75,2007-11-30
8325,5.75,2007-12-03
8326,5.75,2007-12-04
8327,5.75,2007-12-05
8328,5.5,2007-12-06
8329,5.5,2007-12-07
8330,5.5,2007-12-10
8331,5.5,2007-12-11
8332,5.5,2007-12-12
8333,5.5,2007-12-13
8334,5.5,2007-12-14
8335,5.5,2007-12-17
8336,5.5,2007-12-18
8337,5.5,2007-12-19
8338,5.5,2007-12-20
8339,5.5,2007-12-21
8340,5.5,2007-12-24
8341,5.5,2007-12-27
8342,5.5,2007-12-28
8343,5.5,2007-12-31
8344,5.5,2008-01-02
8345,5.5,2008-01-03
8346,5.5,2008-01-04
8347,5.5,2008-01-07
8348,5.5,2008-01-08
8349,5.5,2008-01-09
8350,5.5,2008-01-10
8351,5.5,2008-01-11
8352,5.5,2008-01-14
8353,5.5,2008-01-15
8354,5.5,2008-01-16
8355,5.5,2008-01-17
8356,5.5,2008-01-18
8357,5.5,2008-01-21
8358,5.5,2008-01-22
8359,5.5,2008-01-23
8360,5.5,2008-01-24
8361,5.5,2008-01-25
8362,5.5,2008-01-28
8363,5.5,2008-01-29
8364,5.5,2008-01-30
8365,5.5,2008-01-31
8366,5.5,2008-02-01
8367,5.5,2008-02-04
8368,5.5,2008-02-05
8369,5.5,2008-02-06
8370,5.25,2008-02-07
8371,5.25,2008-02-08
8372,5.25,2008-02-11
8373,5.25,2008-02-12
8374,5.25,2008-02-13
8375,5.25,2008-02-14
8376,5.25,2008-02-15
8377,5.25,2008-02-18
8378,5.25,2008-02-19
8379,5.25,2008-02-20
8380,5.25,2008-02-21
8381,5.25,2008-02-22
8382,5.25,2008-02-25
8383,5.25,2008-02-26
8384,5.25,2008-02-27
8385,5.25,2008-02-28
8386,5.25,2008-02-29
8387,5.25,2008-03-03
8388,5.25,2008-03-04
8389,5.25,2008-03-05
8390,5.25,2008-03-06
8391,5.25,2008-03-07
8392,5.25,2008-03-10
8393,5.25,2008-03-11
8394,5.25,2008-03-12
8395,5.25,2008-03-13
8396,5.25,2008-03-14
8397,5.25,2008-03-17
8398,5.25,2008-03-18
8399,5.25,2008-03-19
8400,5.25,2008-03-20
8401,5.25,2008-03-25
8402,5.25,2008-03-26
8403,5.25,2008-03-27
8404,5.25,2008-03-28
8405,5.25,2008-03-31
8406,5.25,2008-04-01
8407,5.25,2008-04-02
8408,5.25,2008-04-03
8409,5.25,2008-04-04
8410,5.25,2008-04-07
8411,5.25,2008-04-08
8412,5.25,2008-04-09
8413,5.0,2008-04-10
8414,5.0,2008-04-11
8415,5.0,2008-04-14
8416,5.0,2008-04-15
8417,5.0,2008-04-16
8418,5.0,2008-04-17
8419,5.0,2008-04-18
8420,5.0,2008-04-21
8421,5.0,2008-04-22
8422,5.0,2008-04-23
8423,5.0,2008-04-24
8424,5.0,2008-04-25
8425,5.0,2008-04-28
8426,5.0,2008-04-29
8427,5.0,2008-04-30
8428,5.0,2008-05-01
8429,5.0,2008-05-02
8430,5.0,2008-05-06
8431,5.0,2008-05-07
8432,5.0,2008-05-08
8433,5.0,2008-05-09
8434,5.0,2008-05-12
8435,5.0,2008-05-13
8436,5.0,2008-05-14
8437,5.0,2008-05-15
8438,5.0,2008-05-16
8439,5.0,2008-05-19
8440,5.0,2008-05-20
8441,5.0,2008-05-21
8442,5.0,2008-05-22
8443,5.0,2008-05-23
8444,5.0,2008-05-27
8445,5.0,2008-05-28
8446,5.0,2008-05-29
8447,5.0,2008-05-30
8448,5.0,2008-06-02
8449,5.0,2008-06-03
8450,5.0,2008-06-04
8451,5.0,2008-06-05
8452,5.0,2008-06-06
8453,5.0,2008-06-09
8454,5.0,2008-06-10
8455,5.0,2008-06-11
8456,5.0,2008-06-12
8457,5.0,2008-06-13
8458,5.0,2008-06-16
8459,5.0,2008-06-17
8460,5.0,2008-06-18
8461,5.0,2008-06-19
8462,5.0,2008-06-20
8463,5.0,2008-06-23
8464,5.0,2008-06-24
8465,5.0,2008-06-25
8466,5.0,2008-06-26
8467,5.0,2008-06-27
8468,5.0,2008-06-30
8469,5.0,2008-07-01
8470,5.0,2008-07-02
8471,5.0,2008-07-03
8472,5.0,2008-07-04
8473,5.0,2008-07-07
8474,5.0,2008-07-08
8475,5.0,2008-07-09
8476,5.0,2008-07-10
8477,5.0,2008-07-11
8478,5.0,2008-07-14
8479,5.0,2008-07-15
8480,5.0,2008-07-16
8481,5.0,2008-07-17
8482,5.0,2008-07-18
8483,5.0,2008-07-21
8484,5.0,2008-07-22
8485,5.0,2008-07-23
8486,5.0,2008-07-24
8487,5.0,2008-07-25
8488,5.0,2008-07-28
8489,5.0,2008-07-29
8490,5.0,2008-07-30
8491,5.0,2008-07-31
8492,5.0,2008-08-01
8493,5.0,2008-08-04
8494,5.0,2008-08-05
8495,5.0,2008-08-06
8496,5.0,2008-08-07
8497,5.0,2008-08-08
8498,5.0,2008-08-11
8499,5.0,2008-08-12
8500,5.0,2008-08-13
8501,5.0,2008-08-14
8502,5.0,2008-08-15
8503,5.0,2008-08-18
8504,5.0,2008-08-19
8505,5.0,2008-08-20
8506,5.0,2008-08-21
8507,5.0,2008-08-22
8508,5.0,2008-08-26
8509,5.0,2008-08-27
8510,5.0,2008-08-28
8511,5.0,2008-08-29
8512,5.0,2008-09-01
8513,5.0,2008-09-02
8514,5.0,2008-09-03
8515,5.0,2008-09-04
8516,5.0,2008-09-05
8517,5.0,2008-09-08
8518,5.0,2008-09-09
8519,5.0,2008-09-10
8520,5.0,2008-09-11
8521,5.0,2008-09-12
8522,5.0,2008-09-15
8523,5.0,2008-09-16
8524,5.0,2008-09-17
8525,5.0,2008-09-18
8526,5.0,2008-09-19
8527,5.0,2008-09-22
8528,5.0,2008-09-23
8529,5.0,2008-09-24
8530,5.0,2008-09-25
8531,5.0,2008-09-26
8532,5.0,2008-09-29
8533,5.0,2008-09-30
8534,5.0,2008-10-01
8535,5.0,2008-10-02
8536,5.0,2008-10-03
8537,5.0,2008-10-06
8538,5.0,2008-10-07
8539,4.5,2008-10-08
8540,4.5,2008-10-09
8541,4.5,2008-10-10
8542,4.5,2008-10-13
8543,4.5,2008-10-14
8544,4.5,2008-10-15
8545,4.5,2008-10-16
8546,4.5,2008-10-17
8547,4.5,2008-10-20
8548,4.5,2008-10-21
8549,4.5,2008-10-22
8550,4.5,2008-10-23
8551,4.5,2008-10-24
8552,4.5,2008-10-27
8553,4.5,2008-10-28
8554,4.5,2008-10-29
8555,4.5,2008-10-30
8556,4.5,2008-10-31
8557,4.5,2008-11-03
8558,4.5,2008-11-04
8559,4.5,2008-11-05
8560,3.0,2008-11-06
8561,3.0,2008-11-07
8562,3.0,2008-11-10
8563,3.0,2008-11-11
8564,3.0,2008-11-12
8565,3.0,2008-11-13
8566,3.0,2008-11-14
8567,3.0,2008-11-17
8568,3.0,2008-11-18
8569,3.0,2008-11-19
8570,3.0,2008-11-20
8571,3.0,2008-11-21
8572,3.0,2008-11-24
8573,3.0,2008-11-25
8574,3.0,2008-11-26
8575,3.0,2008-11-27
8576,3.0,2008-11-28
8577,3.0,2008-12-01
8578,3.0,2008-12-02
8579,3.0,2008-12-03
8580,2.0,2008-12-04
8581,2.0,2008-12-05
8582,2.0,2008-12-08
8583,2.0,2008-12-09
8584,2.0,2008-12-10
8585,2.0,2008-12-11
8586,2.0,2008-12-12
8587,2.0,2008-12-15
8588,2.0,2008-12-16
8589,2.0,2008-12-17
8590,2.0,2008-12-18
8591,2.0,2008-12-19
8592,2.0,2008-12-22
8593,2.0,2008-12-23
8594,2.0,2008-12-24
8595,2.0,2008-12-29
8596,2.0,2008-12-30
8597,2.0,2008-12-31
8598,2.0,2009-01-02
8599,2.0,2009-01-05
8600,2.0,2009-01-06
8601,2.0,2009-01-07
8602,1.5,2009-01-08
8603,1.5,2009-01-09
8604,1.5,2009-01-12
8605,1.5,2009-01-13
8606,1.5,2009-01-14
8607,1.5,2009-01-15
8608,1.5,2009-01-16
8609,1.5,2009-01-19
8610,1.5,2009-01-20
8611,1.5,2009-01-21
8612,1.5,2009-01-22
8613,1.5,2009-01-23
8614,1.5,2009-01-26
8615,1.5,2009-01-27
8616,1.5,2009-01-28
8617,1.5,2009-01-29
8618,1.5,2009-01-30
8619,1.5,2009-02-02
8620,1.5,2009-02-03
8621,1.5,2009-02-04
8622,1.0,2009-02-05
8623,1.0,2009-02-06
8624,1.0,2009-02-09
8625,1.0,2009-02-10
8626,1.0,2009-02-11
8627,1.0,2009-02-12
8628,1.0,2009-02-13
8629,1.0,2009-02-16
8630,1.0,2009-02-17
8631,1.0,2009-02-18
8632,1.0,2009-02-19
8633,1.0,2009-02-20
8634,1.0,2009-02-23
8635,1.0,2009-02-24
8636,1.0,2009-02-25
8637,1.0,2009-02-26
8638,1.0,2009-02-27
8639,1.0,2009-03-02
8640,1.0,2009-03-03
8641,1.0,2009-03-04
8642,0.5,2009-03-05
8643,0.5,2009-03-06
8644,0.5,2009-03-09
8645,0.5,2009-03-10
8646,0.5,2009-03-11
8647,0.5,2009-03-12
8648,0.5,2009-03-13
8649,0.5,2009-03-16
8650,0.5,2009-03-17
8651,0.5,2009-03-18
8652,0.5,2009-03-19
8653,0.5,2009-03-20
8654,0.5,2009-03-23
8655,0.5,2009-03-24
8656,0.5,2009-03-25
8657,0.5,2009-03-26
8658,0.5,2009-03-27
8659,0.5,2009-03-30
8660,0.5,2009-03-31
8661,0.5,2009-04-01
8662,0.5,2009-04-02
8663,0.5,2009-04-03
8664,0.5,2009-04-06
8665,0.5,2009-04-07
8666,0.5,2009-04-08
8667,0.5,2009-04-09
8668,0.5,2009-04-14
8669,0.5,2009-04-15
8670,0.5,2009-04-16
8671,0.5,2009-04-17
8672,0.5,2009-04-20
8673,0.5,2009-04-21
8674,0.5,2009-04-22
8675,0.5,2009-04-23
8676,0.5,2009-04-24
8677,0.5,2009-04-27
8678,0.5,2009-04-28
8679,0.5,2009-04-29
8680,0.5,2009-04-30
8681,0.5,2009-05-01
8682,0.5,2009-05-05
8683,0.5,2009-05-06
8684,0.5,2009-05-07
8685,0.5,2009-05-08
8686,0.5,2009-05-11
8687,0.5,2009-05-12
8688,0.5,2009-05-13
8689,0.5,2009-05-14
8690,0.5,2009-05-15
8691,0.5,2009-05-18
8692,0.5,2009-05-19
8693,0.5,2009-05-20
8694,0.5,2009-05-21
8695,0.5,2009-05-22
8696,0.5,2009-05-26
8697,0.5,2009-05-27
8698,0.5,2009-05-28
8699,0.5,2009-05-29
8700,0.5,2009-06-01
8701,0.5,2009-06-02
8702,0.5,2009-06-03
8703,0.5,2009-06-04
8704,0.5,2009-06-05
8705,0.5,2009-06-08
8706,0.5,2009-06-09
8707,0.5,2009-06-10
8708,0.5,2009-06-11
8709,0.5,2009-06-12
8710,0.5,2009-06-15
8711,0.5,2009-06-16
8712,0.5,2009-06-17
8713,0.5,2009-06-18
8714,0.5,2009-06-19
8715,0.5,2009-06-22
8716,0.5,2009-06-23
8717,0.5,2009-06-24
8718,0.5,2009-06-25
8719,0.5,2009-06-26
8720,0.5,2009-06-29
8721,0.5,2009-06-30
8722,0.5,2009-07-01
8723,0.5,2009-07-02
8724,0.5,2009-07-03
8725,0.5,2009-07-06
8726,0.5,2009-07-07
8727,0.5,2009-07-08
8728,0.5,2009-07-09
8729,0.5,2009-07-10
8730,0.5,2009-07-13
8731,0.5,2009-07-14
8732,0.5,2009-07-15
8733,0.5,2009-07-16
8734,0.5,2009-07-17
8735,0.5,2009-07-20
8736,0.5,2009-07-21
8737,0.5,2009-07-22
8738,0.5,2009-07-23
8739,0.5,2009-07-24
8740,0.5,2009-07-27
8741,0.5,2009-07-28
8742,0.5,2009-07-29
8743,0.5,2009-07-30
8744,0.5,2009-07-31
8745,0.5,2009-08-03
8746,0.5,2009-08-04
8747,0.5,2009-08-05
8748,0.5,2009-08-06
8749,0.5,2009-08-07
8750,0.5,2009-08-10
8751,0.5,2009-08-11
8752,0.5,2009-08-12
8753,0.5,2009-08-13
8754,0.5,2009-08-14
8755,0.5,2009-08-17
8756,0.5,2009-08-18
8757,0.5,2009-08-19
8758,0.5,2009-08-20
8759,0.5,2009-08-21
8760,0.5,2009-08-24
8761,0.5,2009-08-25
8762,0.5,2009-08-26
8763,0.5,2009-08-27
8764,0.5,2009-08-28
8765,0.5,2009-09-01
8766,0.5,2009-09-02
8767,0.5,2009-09-03
8768,0.5,2009-09-04
8769,0.5,2009-09-07
8770,0.5,2009-09-08
8771,0.5,2009-09-09
8772,0.5,2009-09-10
8773,0.5,2009-09-11
8774,0.5,2009-09-14
8775,0.5,2009-09-15
8776,0.5,2009-09-16
8777,0.5,2009-09-17
8778,0.5,2009-09-18
8779,0.5,2009-09-21
8780,0.5,2009-09-22
8781,0.5,2009-09-23
8782,0.5,2009-09-24
8783,0.5,2009-09-25
8784,0.5,2009-09-28
8785,0.5,2009-09-29
8786,0.5,2009-09-30
8787,0.5,2009-10-01
8788,0.5,2009-10-02
8789,0.5,2009-10-05
8790,0.5,2009-10-06
8791,0.5,2009-10-07
8792,0.5,2009-10-08
8793,0.5,2009-10-09
8794,0.5,2009-10-12
8795,0.5,2009-10-13
8796,0.5,2009-10-14
8797,0.5,2009-10-15
8798,0.5,2009-10-16
8799,0.5,2009-10-19
8800,0.5,2009-10-20
8801,0.5,2009-10-21
8802,0.5,2009-10-22
8803,0.5,2009-10-23
8804,0.5,2009-10-26
8805,0.5,2009-10-27
8806,0.5,2009-10-28
8807,0.5,2009-10-29
8808,0.5,2009-10-30
8809,0.5,2009-11-02
8810,0.5,2009-11-03
8811,0.5,2009-11-04
8812,0.5,2009-11-05
8813,0.5,2009-11-06
8814,0.5,2009-11-09
8815,0.5,2009-11-10
8816,0.5,2009-11-11
8817,0.5,2009-11-12
8818,0.5,2009-11-13
8819,0.5,2009-11-16
8820,0.5,2009-11-17
8821,0.5,2009-11-18
8822,0.5,2009-11-19
8823,0.5,2009-11-20
8824,0.5,2009-11-23
8825,0.5,2009-11-24
8826,0.5,2009-11-25
8827,0.5,2009-11-26
8828,0.5,2009-11-27
8829,0.5,2009-11-30
8830,0.5,2009-12-01
8831,0.5,2009-12-02
8832,0.5,2009-12-03
8833,0.5,2009-12-04
8834,0.5,2009-12-07
8835,0.5,2009-12-08
8836,0.5,2009-12-09
8837,0.5,2009-12-10
8838,0.5,2009-12-11
8839,0.5,2009-12-14
8840,0.5,2009-12-15
8841,0.5,2009-12-16
8842,0.5,2009-12-17
8843,0.5,2009-12-18
8844,0.5,2009-12-21
8845,0.5,2009-12-22
8846,0.5,2009-12-23
8847,0.5,2009-12-24
8848,0.5,2009-12-29
8849,0.5,2009-12-30
8850,0.5,2009-12-31
8851,0.5,2010-01-04
8852,0.5,2010-01-05
8853,0.5,2010-01-06
8854,0.5,2010-01-07
8855,0.5,2010-01-08
8856,0.5,2010-01-11
8857,0.5,2010-01-12
8858,0.5,2010-01-13
8859,0.5,2010-01-14
8860,0.5,2010-01-15
8861,0.5,2010-01-18
8862,0.5,2010-01-19
8863,0.5,2010-01-20
8864,0.5,2010-01-21
8865,0.5,2010-01-22
8866,0.5,2010-01-25
8867,0.5,2010-01-26
8868,0.5,2010-01-27
8869,0.5,2010-01-28
8870,0.5,2010-01-29
8871,0.5,2010-02-01
8872,0.5,2010-02-02
8873,0.5,2010-02-03
8874,0.5,2010-02-04
8875,0.5,2010-02-05
8876,0.5,2010-02-08
8877,0.5,2010-02-09
8878,0.5,2010-02-10
8879,0.5,2010-02-11
8880,0.5,2010-02-12
8881,0.5,2010-02-15
8882,0.5,2010-02-16
8883,0.5,2010-02-17
8884,0.5,2010-02-18
8885,0.5,2010-02-19
8886,0.5,2010-02-22
8887,0.5,2010-02-23
8888,0.5,2010-02-24
8889,0.5,2010-02-25
8890,0.5,2010-02-26
8891,0.5,2010-03-01
8892,0.5,2010-03-02
8893,0.5,2010-03-03
8894,0.5,2010-03-04
8895,0.5,2010-03-05
8896,0.5,2010-03-08
8897,0.5,2010-03-09
8898,0.5,2010-03-10
8899,0.5,2010-03-11
8900,0.5,2010-03-12
8901,0.5,2010-03-15
8902,0.5,2010-03-16
8903,0.5,2010-03-17
8904,0.5,2010-03-18
8905,0.5,2010-03-19
8906,0.5,2010-03-22
8907,0.5,2010-03-23
8908,0.5,2010-03-24
8909,0.5,2010-03-25
8910,0.5,2010-03-26
8911,0.5,2010-03-29
8912,0.5,2010-03-30
8913,0.5,2010-03-31
8914,0.5,2010-04-01
8915,0.5,2010-04-06
8916,0.5,2010-04-07
8917,0.5,2010-04-08
8918,0.5,2010-04-09
8919,0.5,2010-04-12
8920,0.5,2010-04-13
8921,0.5,2010-04-14
8922,0.5,2010-04-15
8923,0.5,2010-04-16
8924,0.5,2010-04-19
8925,0.5,2010-04-20
8926,0.5,2010-04-21
8927,0.5,2010-04-22
8928,0.5,2010-04-23
8929,0.5,2010-04-26
8930,0.5,2010-04-27
8931,0.5,2010-04-28
8932,0.5,2010-04-29
8933,0.5,2010-04-30
8934,0.5,2010-05-04
8935,0.5,2010-05-05
8936,0.5,2010-05-06
8937,0.5,2010-05-07
8938,0.5,2010-05-10
8939,0.5,2010-05-11
8940,0.5,2010-05-12
8941,0.5,2010-05-13
8942,0.5,2010-05-14
8943,0.5,2010-05-17
8944,0.5,2010-05-18
8945,0.5,2010-05-19
8946,0.5,2010-05-20
8947,0.5,2010-05-21
8948,0.5,2010-05-24
8949,0.5,2010-05-25
8950,0.5,2010-05-26
8951,0.5,2010-05-27
8952,0.5,2010-05-28
8953,0.5,2010-06-01
8954,0.5,2010-06-02
8955,0.5,2010-06-03
8956,0.5,2010-06-04
8957,0.5,2010-06-07
8958,0.5,2010-06-08
8959,0.5,2010-06-09
8960,0.5,2010-06-10
8961,0.5,2010-06-11
8962,0.5,2010-06-14
8963,0.5,2010-06-15
8964,0.5,2010-06-16
8965,0.5,2010-06-17
8966,0.5,2010-06-18
8967,0.5,2010-06-21
8968,0.5,2010-06-22
8969,0.5,2010-06-23
8970,0.5,2010-06-24
8971,0.5,2010-06-25
8972,0.5,2010-06-28
8973,0.5,2010-06-29
8974,0.5,2010-06-30
8975,0.5,2010-07-01
8976,0.5,2010-07-02
8977,0.5,2010-07-05
8978,0.5,2010-07-06
8979,0.5,2010-07-07
8980,0.5,2010-07-08
8981,0.5,2010-07-09
8982,0.5,2010-07-12
8983,0.5,2010-07-13
8984,0.5,2010-07-14
8985,0.5,2010-07-15
8986,0.5,2010-07-16
8987,0.5,2010-07-19
8988,0.5,2010-07-20
8989,0.5,2010-07-21
8990,0.5,2010-07-22
8991,0.5,2010-07-23
8992,0.5,2010-07-26
8993,0.5,2010-07-27
8994,0.5,2010-07-28
8995,0.5,2010-07-29
8996,0.5,2010-07-30
8997,0.5,2010-08-02
8998,0.5,2010-08-03
8999,0.5,2010-08-04
9000,0.5,2010-08-05
9001,0.5,2010-08-06
9002,0.5,2010-08-09
9003,0.5,2010-08-10
9004,0.5,2010-08-11
9005,0.5,2010-08-12
9006,0.5,2010-08-13
9007,0.5,2010-08-16
9008,0.5,2010-08-17
9009,0.5,2010-08-18
9010,0.5,2010-08-19
9011,0.5,2010-08-20
9012,0.5,2010-08-23
9013,0.5,2010-08-24
9014,0.5,2010-08-25
9015,0.5,2010-08-26
9016,0.5,2010-08-27
9017,0.5,2010-08-31
9018,0.5,2010-09-01
9019,0.5,2010-09-02
9020,0.5,2010-09-03
9021,0.5,2010-09-06
9022,0.5,2010-09-07
9023,0.5,2010-09-08
9024,0.5,2010-09-09
9025,0.5,2010-09-10
9026,0.5,2010-09-13
9027,0.5,2010-09-14
9028,0.5,2010-09-15
9029,0.5,2010-09-16
9030,0.5,2010-09-17
